cell_idx,cell_name,Apelin signaling pathway,Axon guidance,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Calcium signaling pathway,cAMP signaling pathway,Cardiac muscle contraction,Cellular senescence,Chemokine signaling pathway,Cholinergic synapse,ErbB signaling pathway,Estrogen signaling pathway,Focal adhesion,Gap junction,GnRH secretion,"Growth hormone synthesis, secretion and action",Insulin secretion,JAK-STAT signaling pathway,MAPK signaling pathway,Melanogenesis,Natural killer cell mediated cytotoxicity,Oxidative phosphorylation,Phospholipase D signaling pathway,PI3K-Akt signaling pathway,Protein digestion and absorption,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Serotonergic synapse,Signaling pathways regulating pluripotency of stem cells,Taste transduction,Th17 cell differentiation,Thermogenesis,Thyroid hormone signaling pathway,Wnt signaling pathway
146,L-1236,0.122795933,-0.018094676,0.221523212,0.268098928,0.104871291,0.043851485,0.070463141,0.19247396,0.202724415,0.168535597,0.013102031,0.070556409,-0.016529218,0.019323706,0.216123488,0.128602862,0.091730703,0.262920521,0.14774379,0.02429398,0.191136753,0.113408314,0.078101184,0.091382387,-0.002089856,0.02760359,0.135809786,0.01288827,0.01501296,0.099528521,0.158196407,0.158898313,0.080065311,-0.018547601,0.386446101,0.104551884,0.10603695,0.015558246
147,YKG-1,0.105802336,0.176771983,-0.09154728,0.015068379,0.05504503,0.086358685,0.111398793,0.046248043,0.010350161,0.086499165,0.171026314,0.052797897,0.222345638,0.148461964,0.040767589,0.137949393,0.021799286,0.012739763,0.074566787,0.070868806,0.06044346,0.336005334,0.126592333,0.153673757,0.159130973,0.103636965,0.133939834,0.178459196,0.097363382,0.178183089,0.056390682,0.024463517,0.0497143,-0.132516686,-0.020404566,0.188768334,0.153756333,0.102403915
148,YH-13,0.182463675,0.280914724,0.07983364,0.217748399,0.151734537,0.165759355,-0.025765776,0.178266478,0.101715397,0.163019197,0.229012188,0.125488197,0.371555577,0.233043294,0.149196328,0.16931649,0.094117162,0.132739891,0.199167329,0.194861008,0.118009798,0.030579648,0.212217482,0.225085384,0.254971478,0.222854855,0.222746296,0.309301692,0.170884437,0.290524465,0.199016213,0.094157821,0.149511043,0.019099483,0.120353993,0.123020103,0.20986622,0.204636
149,VMRC-RCZ,0.212900628,0.241342463,0.116989478,0.154648799,0.048591049,0.112239145,-0.099512068,0.287970957,0.125706333,0.160241942,0.28097902,0.195325159,0.281208991,0.278921277,0.177721806,0.20792388,0.118089985,0.085395613,0.192840791,0.182724656,0.07071192,-0.022463348,0.225043471,0.197237924,-0.086103365,0.221439715,0.179725913,0.268878984,0.170775503,0.224129265,0.074429568,0.023026538,0.20355488,-0.056377975,0.095960173,0.096350427,0.186961005,0.171767954
150,VMRC-MELG,0.149830469,0.218205191,0.135507108,0.256468844,0.09151025,0.076146512,0.080592803,0.178748533,0.159431994,0.055647917,0.262757265,0.123827503,0.327583417,0.139388341,0.095868426,0.160578673,0.127857198,0.138360085,0.204099268,0.166674427,0.103564752,0.048096017,0.194498559,0.164087394,0.104781568,0.214058298,0.168761128,0.252333,0.138668375,0.244245687,0.06912099,-0.014636635,0.096263477,-0.054808048,0.260707307,0.102927161,0.215800234,0.12496743
151,TYK-nu,0.14255935,-0.014884961,0.036709466,0.120112488,-0.025185953,0.050085972,0.213056493,0.213063675,0.129372326,0.056144058,0.04638609,0.070974878,0.064385493,0.039672965,0.017493337,0.070966349,-0.024643553,0.104833516,0.136668,-0.025785568,0.068368883,0.375025796,0.010379123,0.087323414,-0.064244126,0.107225944,0.093020746,0.138217903,0.039826496,0.054996513,-0.006625843,0.10870343,-0.046876398,-0.05036674,0.082574395,0.231758452,0.015940753,-0.04179052
152,T-T,0.07737903,0.136253872,-0.035180858,0.061259635,0.05812847,0.040856529,0.01703412,0.046362336,-0.004895024,-0.018531571,0.031781936,0.208122777,0.015706794,0.004707971,-0.037993355,0.032899408,0.014917967,0.024670684,0.066192856,0.160220665,0.005476706,0.08558177,0.073548127,0.049174712,0.039897459,0.104009979,0.098771119,0.090305071,-0.019669293,0.035078311,-0.014098356,0.113682694,0.191193833,-0.019357575,-0.064406796,0.059886393,0.099514832,0.197355014
153,TK,0.058771028,-0.048894165,0.353901207,0.202361438,-0.070889899,-0.022180167,-0.007697838,0.269160735,0.072328663,0.02520971,0.188633381,0.032149121,-0.061232034,-0.060389624,0.064704964,0.10164472,-0.007847236,0.071404106,0.023661661,-0.058493452,0.183206364,0.132739189,0.052047643,0.016663113,-0.164954136,-0.044661268,0.060675273,-0.002898059,0.027412894,0.047947869,-0.069993089,-0.040106088,0.035860648,-0.08349852,0.269657635,0.195159298,0.265183207,0.04831241
154,TGW,0.165277015,0.305867501,0.018769551,-0.021939782,0.024611996,0.121844352,0.003434283,0.109853144,0.063729042,0.262541682,0.25905984,0.084916778,-0.004477327,0.202923535,0.208154646,0.192266939,0.224923027,-0.085054521,0.081993712,0.142343491,-0.055151014,-0.026985069,0.165871958,0.027594058,-0.085130071,0.097717319,0.063083171,0.037695312,0.09734141,0.142394139,0.153651871,0.113238908,0.225085762,0.118824623,-0.127837429,0.150826374,0.218861821,0.185404989
155,TE-9,0.079417387,0.143150762,-0.004617772,0.030300352,0.09190141,0.068090215,0.107415286,0.100016674,0.022022487,-0.00736537,0.073656257,0.241225105,0.10823886,0.140237287,-0.034054411,0.035465639,0.012685101,0.065232686,0.103515849,0.206263199,0.035424598,0.272985661,0.071094371,0.084520234,0.109415224,0.116884521,0.08111332,0.127535053,0.105687447,0.055395205,0.011020696,0.175852847,0.168912754,0.116944798,-0.01969241,0.15032805,0.121583697,0.161056663
156,TE-8,0.229325676,0.267403051,0.097599168,0.095551402,0.172025645,0.152367107,0.104680096,0.17045373,0.123256076,0.261981387,0.297825273,0.197995454,0.300646668,0.277497865,0.239647571,0.245459256,0.126721639,0.078756365,0.222667614,0.304546405,0.04433967,0.037809663,0.183967469,0.17585246,0.134585969,0.257443955,0.203143413,0.239063119,0.23714147,0.2551298,0.117743031,0.129174413,0.243095551,0.047296233,0.076066689,0.084112092,0.28723745,0.307081482
157,L-428,0.083224537,-0.053805809,0.245363116,0.256101452,0.071193647,0.125050251,0.202579103,0.170655896,0.201820481,0.158789837,-0.016326676,0.119315143,-0.047849968,0.101135071,0.162179625,0.139414099,0.099093318,0.235172097,0.077223228,0.063835183,0.267596714,0.308614686,0.029944966,0.068957425,-0.025982165,0.02633698,0.085587909,0.034783616,-0.043397456,0.057539441,0.091342914,0.210014396,0.038510945,0.088288124,0.374397583,0.232519849,0.174342384,-0.056277088
158,TE-6,0.165931612,0.178565507,0.047519266,0.117045872,-0.01165297,0.057967533,-0.028346504,0.169903967,0.059898985,0.035249314,0.296749029,0.178492579,0.155341771,0.071677851,0.013418112,0.201599618,0.013539544,0.083036586,0.155458826,0.223197636,-0.017988768,-0.054082643,0.116855873,0.129147606,0.007826747,0.148452633,0.105614189,0.114814089,0.137741255,0.185222941,0.059692263,0.001883812,0.310728383,0.019117915,0.062572691,0.12151151,0.208828732,0.259977022
159,L-540,0.111055482,-0.042525708,0.238468275,0.262257266,0.02112764,0.081136196,0.058408247,0.251554365,0.152644654,0.082627101,0.094582417,0.101292168,0.051026749,0.021970736,0.081989109,0.16770505,0.039751282,0.300536445,0.176572337,-0.008337968,0.249645863,0.135764318,0.110335531,0.117725371,0.056237338,0.086516717,0.095804074,0.106272062,0.057319382,0.104703139,0.019255657,0.018771212,0.120032862,-0.030894387,0.413714831,0.175547439,0.131282263,-0.083813038
160,LAN-6,0.218993613,0.239630826,0.034076698,0.03065258,0.07881158,0.167858467,0.198112424,0.056443485,0.056655587,0.304681845,0.191759938,0.134206924,0.026584551,0.120525018,0.203945684,0.186191929,0.237642436,-0.023733844,0.140776863,0.088750922,-0.058254837,0.124836947,0.16680007,0.036062505,-0.100642645,0.135104726,0.15393273,0.072195194,0.177288151,0.215486241,0.214798572,0.186417008,0.138823152,0.109769433,-0.092449255,0.153872411,0.177948817,0.119732679
161,MHH-CALL-2,0.164448663,-0.070349185,0.397734059,0.291286604,0.00359717,0.044527628,-0.13200735,0.295929338,0.130430402,0.129148492,0.08461787,0.055195498,-0.044535974,0.040027184,0.063309615,0.105422471,-0.032032086,0.121475426,0.061256838,0.019387687,0.203697211,-0.100354795,0.073934112,0.044887044,-0.141854974,0.060623849,0.100502018,0.113657083,0.094554469,0.068974672,0.094278958,0.026166174,0.029381676,-0.02668756,0.309433201,0.093117189,0.201839026,0.043176458
162,MFM-223,0.100635794,0.175658034,0.041810431,0.083173436,0.078773484,0.128441913,0.05151175,0.101158737,0.063135377,0.118111054,0.209879615,0.145221039,0.054331831,0.172432685,0.208424806,0.118762646,0.166444129,-0.016981456,0.121614764,0.184396456,0.01801541,0.101460455,0.098586874,0.045676218,-0.00792987,0.096487409,0.103101366,0.111914044,0.13402954,0.099906472,0.131564107,0.066502419,0.124217085,0.084372448,0.007418376,0.091163592,0.154497823,0.147058515
163,MFE-319,0.067877212,0.301080961,0.102999603,0.078412345,0.074988814,0.053553494,0.049120302,0.180332165,0.01633051,0.08227193,0.078732481,0.075249366,0.12190605,0.140515669,0.043137287,0.069276559,0.026677749,0.04503006,0.148117287,0.211276534,0.072426634,0.264660802,0.066703825,0.147083756,0.040225263,0.182632596,0.096095272,0.176611812,0.159644569,0.035207056,0.09291158,0.023675122,0.230545466,-0.047118549,-0.010691366,0.154174533,0.172821143,0.202921867
164,MFE-296,0.128331533,0.092581255,-0.034390838,0.021238727,0.007255854,0.031261313,-0.012050914,0.20456763,0.024715139,0.069017473,0.05925876,-0.01116291,0.091448696,0.097394677,0.05919362,0.096723496,-0.049416924,-0.022724213,0.031721569,0.090157768,0.021089507,0.170490317,0.032894705,0.043019241,0.011734914,0.04206501,0.019020701,0.120756294,0.027074413,0.141823575,-0.078348704,-0.018220008,0.168377791,-0.146867113,-0.036990495,0.161378226,0.193019325,0.128674084
165,MFE-280,0.049772196,0.216049232,-0.046695845,-0.074061313,0.109233349,0.124603916,0.128134355,-0.017971017,-0.042602137,0.145406518,0.048389979,0.054804746,0.060534951,0.109891846,0.102299701,0.101564467,0.216129477,0.048504874,0.010772148,0.172541752,0.007062559,-0.063076324,0.115029775,0.095417919,0.17085609,0.130086252,0.058175601,0.039592168,0.183815558,0.053272002,0.063749786,0.142116217,0.16338626,0.108567616,-0.014237972,-0.008257037,0.095306386,0.123352435
166,MEL-JUSO,0.176630759,0.114082842,0.060209346,0.038533187,0.054597638,0.020443136,0.07592557,0.208903747,0.107968329,0.148124225,0.140919811,0.13385929,0.145757688,0.179990579,0.14644167,0.124429955,0.027174112,0.022246494,0.052473415,0.117690404,0.08502281,0.412749932,0.09477509,0.125028992,0.059231131,0.099017262,0.063417168,0.143497227,0.147873501,0.129852621,0.024605196,0.086817977,0.106601929,-0.054525108,0.135023483,0.273982043,0.137996591,0.068829692
167,MEL-HO,0.16203608,0.055587946,0.088203302,0.092793902,0.068422561,0.0111819,0.143730107,0.175813714,0.136327141,0.162622132,0.070211534,0.136743672,0.094624043,0.138964426,0.153387357,0.164043504,0.011420392,0.064902592,-0.020708346,0.132551784,0.145713138,0.512095341,0.105007469,0.082137883,-0.019467423,0.073558098,0.036285221,0.113745551,0.175099811,0.080586649,0.033733935,0.094255197,0.029824716,-0.005199483,0.114478038,0.32140212,0.153508198,0.052643512
168,ME-1,0.062963473,-0.081430085,0.267405752,0.169953767,0.146267922,0.076392914,0.09135301,0.126539814,0.228953077,0.122944724,-0.056297498,0.070495075,0.007475609,0.023695225,0.081249775,0.118328982,0.125971368,0.174474347,0.101949081,-0.012700912,0.281963319,0.120579479,0.151687087,0.0848241,0.002305408,0.1052791,0.076065559,0.087506656,0.120025451,0.068653053,0.206944626,0.109137019,-0.042769604,0.124804028,0.345132085,0.124806845,0.05775198,0.038154547
169,LXF-289,0.087948579,0.063749533,-0.007547191,0.122263659,0.008653612,0.042769796,-0.076206112,0.138420501,0.004882521,-0.010083864,0.12611793,0.077389282,0.222796989,0.083701184,0.08477577,0.096405962,-0.000717327,0.206205498,0.169512913,0.096829774,0.066180981,-0.158954434,0.121460175,0.187444771,0.130959987,0.144587593,0.122792682,0.146589203,0.036425477,0.137524957,-0.038742825,-0.054058849,0.191947634,-0.052939201,0.147875608,-0.013762329,0.102854566,0.158454285
170,LP-1,0.040771289,-0.05599129,0.184485587,0.138421215,-0.038956108,-0.037336817,-0.079255911,0.139057767,0.027356351,-0.021142036,0.095471424,0.023494765,-0.015092358,-0.048065596,-0.086252039,0.081033356,-0.056046807,0.147991946,0.054057918,0.019258748,0.114660255,0.285787642,0.006950514,0.031391363,-0.157386119,-0.053379353,0.025251486,-0.05273994,-0.054220381,0.013881441,-0.088266318,-0.02814577,0.082516676,-0.027062535,0.281782364,0.218772702,0.056149999,0.071032613
171,LOU-NH91,0.131155642,0.153308272,-0.030993985,0.130777499,0.044895607,0.043940686,0.077610435,0.141078884,0.079620975,0.042739105,0.038442366,0.07679606,0.224824584,0.20887563,-0.00352923,0.095345144,0.064396929,0.105563863,0.141041403,0.119909031,0.09091143,0.215809146,0.112507593,0.122070699,-0.055809966,0.166920357,0.114900427,0.182030165,0.034843561,0.17287861,0.052684039,-0.006219496,0.060693971,-0.153207029,0.066877123,0.172947308,0.096359347,0.053521762
172,LOUCY,0.17126148,0.014610706,0.334787264,0.138807438,0.065075139,0.064386978,-0.017175703,0.225108442,0.22945163,0.14323527,0.071795697,0.068729568,0.020560263,0.115157497,0.131461507,0.180392429,0.045389937,0.112944559,0.073364597,0.04200831,0.264286601,0.024533685,0.175806906,0.042030356,-0.126567954,0.111012271,0.088768914,0.142606288,0.167551528,0.10655931,0.115838341,0.03567533,0.039334321,0.044831903,0.254961536,0.155540172,0.224608282,0.033210233
173,LN-405,0.225771111,0.267400231,0.085649285,0.223350406,0.161189663,0.148432769,-0.005851172,0.209939979,0.189049282,0.195396169,0.278869081,0.149554666,0.304078658,0.315007636,0.128892943,0.236753793,0.114283427,0.180506992,0.242663828,0.222749865,0.078087612,0.00043056,0.241320225,0.218014736,0.18574024,0.2438391,0.230361202,0.265956862,0.232571888,0.323795901,0.17834493,0.057222344,0.162097897,-0.048353429,0.212319858,0.100040178,0.256268356,0.237488899
174,LCLC-97TM1,0.005742848,0.122389817,0.097713863,0.16100543,-0.012901314,-0.037731304,-0.023954536,0.131817784,0.067445595,-0.07806991,0.15196074,0.067343618,0.083640957,-0.001007339,-0.100120087,0.035591143,-0.027710144,0.105150162,0.098944701,0.01583974,0.187914192,0.120750763,0.05851023,0.105931161,-0.170159846,0.059648589,0.054310572,0.091138111,-0.063387787,0.044051363,-0.064916805,-0.074255154,0.057881114,0.059159835,0.142722792,0.132923152,0.064248355,0.10147565
175,LCLC-103H,0.095678938,0.100266427,0.080369479,0.161135302,0.090256761,0.064013096,0.029178245,0.109674631,0.065056246,0.109678294,0.04719132,0.0436947,0.239254391,0.125514599,0.00165142,0.066659154,0.042736183,0.108684144,0.142344664,0.065218451,0.067113849,-0.045172325,0.099697134,0.145913647,0.049917463,0.135815745,0.123672092,0.252047782,-0.008687756,0.149708304,-0.002588052,0.050573993,0.050053072,-0.044247058,0.160843268,0.032627539,0.094902273,0.102709589
176,LAMA-84,0.015690269,-0.101529984,0.299061168,0.192579158,-0.002155249,-0.034102814,0.007021261,0.196650447,0.169106792,0.000654634,0.052298018,0.010230047,0.003413295,0.018735569,0.02796301,0.107505107,-0.045914563,0.246606393,0.079922683,-0.068401059,0.284837548,-0.03708344,0.079197364,0.091803431,-0.044345658,0.073082045,0.070693747,0.037011847,0.086991275,-0.010212766,0.011467401,-0.039776663,-0.009800186,0.018235128,0.247415546,0.028345285,0.094136935,0.081004415
177,TE-5,-0.00218604,0.093695412,-0.004433285,0.103985834,0.091544011,0.094994775,0.042775653,0.049634399,0.121210989,0.040412927,0.084287937,0.077854165,0.10067307,0.056243107,-0.011082993,0.063250009,0.08555253,0.196097885,0.089198035,0.088002386,0.081874952,-0.054030673,0.100996318,0.12110902,0.228563969,0.089696747,0.078678744,0.065361548,0.10489774,0.123228678,0.031160118,0.150277194,0.118608807,0.158132796,0.043688425,-0.062622097,-0.015556984,0.122541115
178,TE-11,0.096047525,0.220887392,0.094398103,0.133455177,0.15164713,0.14584773,0.165344697,0.134916944,0.216707299,0.034286256,0.102653423,0.294048088,0.202034912,0.20026484,0.037255534,0.081012673,0.085393487,0.220764752,0.155036328,0.20869496,0.224189537,0.099529454,0.128329982,0.23297437,0.212945844,0.21634545,0.162079456,0.214389033,0.10004911,0.17221512,0.120555341,0.166723883,0.198956337,0.131385761,0.117523925,-0.018948831,0.123945178,0.176927619
179,TE-10,0.113651394,0.214815763,0.224832963,0.187377683,0.035782463,0.091587613,-0.083497483,0.310064673,0.136801562,-0.027616199,0.322535429,0.205557637,0.26999303,0.188006774,0.005413751,0.152013314,-0.042039702,0.14525846,0.196695866,0.237856916,0.064424909,0.025331976,0.12408161,0.16861108,-0.113826166,0.196396322,0.166259937,0.233652104,0.050219489,0.196911478,0.073925513,-0.031097824,0.30790001,-0.143772828,0.124067321,0.076448753,0.269976015,0.280799945
180,SAT,0.069023595,0.227306067,0.109014694,0.121617852,0.09818305,0.114663727,0.101800996,0.189647651,0.092162371,0.011545257,0.141979795,0.169519204,0.204593761,0.120627926,0.005960924,0.1126447,0.053776594,0.160264545,0.155391582,0.150187696,0.12612417,0.089254213,0.116326907,0.153957237,0.112666228,0.175938959,0.146450152,0.184910104,0.102815161,0.119025068,0.001052902,0.059155544,0.199086049,-0.003731296,0.08581218,0.067245691,0.193361974,0.186490523
181,SAS,0.204998074,0.176173308,0.144896303,0.261892521,-0.040772154,0.063928398,-0.14709681,0.312159474,0.103147318,0.021554434,0.246732935,0.157676829,0.203892839,0.105035557,-0.022522488,0.180233286,-0.059278051,0.135455877,0.188728731,0.205283286,0.052193498,-0.038587437,0.09251485,0.167908106,-0.042075793,0.170084653,0.138471066,0.19481831,0.107534511,0.191380768,0.017433194,-0.010446913,0.230757376,-0.040308195,0.091285009,0.046538535,0.215614298,0.230713279
182,RMG-I,0.102416874,0.036899151,-0.029658828,0.013490898,0.097221769,0.05096604,0.291232621,-0.008356811,0.070101862,0.041575142,-0.017353525,0.098745508,0.126946858,0.045964814,-0.066451833,0.048804183,0.128637466,0.192017026,0.074983175,0.068692134,0.145316929,0.333258881,0.039861249,0.177600548,0.274229831,0.093114897,0.048362073,0.09403591,0.135971033,0.081875735,0.036690923,0.144579853,0.10751172,0.092110314,0.062476022,0.213449066,-0.001582545,0.036811859
183,RKN,0.206831755,0.193226448,0.060301696,0.221734266,0.063459532,0.112530503,-0.095564536,0.222929252,0.156651208,0.165199664,0.193217615,0.143034606,0.294237264,0.250155302,0.135242904,0.212760429,0.055797948,0.169972448,0.179786919,0.099918928,0.198440649,-0.093219485,0.16189196,0.185152158,0.058582241,0.190397586,0.187315292,0.24905259,0.176590954,0.29557308,0.183538981,0.110400762,0.097343245,-0.147301897,0.110957026,0.047140488,0.146124686,0.11136915
184,RERF-LC-Sq1,0.177196854,0.206323897,0.102493655,0.212847549,0.135079545,0.139313214,0.064047818,0.215927024,0.142832945,0.151396426,0.204759273,0.189251921,0.32717427,0.219900407,0.054079376,0.193890711,0.134954949,0.088436968,0.184818549,0.21758688,0.035110219,-0.008826387,0.149943852,0.144994904,0.167617009,0.217419267,0.167104643,0.27428465,0.08579571,0.26237561,0.048087838,0.026991144,0.165508679,-0.108952528,0.172302354,0.045795772,0.169422584,0.209203149
185,RERF-LC-MS,0.119105316,0.108460799,-0.148905569,0.10114868,0.181704744,0.121955546,0.207217375,0.029834514,0.101252076,0.025458135,0.096897873,0.115941351,0.266419078,0.150011995,0.05572537,0.083808099,0.114265182,0.215953862,0.177816332,0.095756512,0.075293384,0.281375034,0.047567526,0.204178558,0.218795069,0.141536203,0.088101529,0.177373895,-0.032023943,0.160953163,0.085976835,0.096597959,0.127459143,-0.000393163,0.108415004,0.162825262,0.087798901,0.152280614
186,RERF-LC-KJ,0.077578501,0.069404584,-0.010244873,0.061717305,-0.003048337,0.042264361,0.041108341,0.062772274,0.063167468,0.016678621,0.134597233,0.187041075,0.089494578,0.028616921,0.041870612,0.116361755,0.013838323,0.052914897,0.057361717,0.114506937,0.020601505,0.259276199,0.035475468,0.070603857,-0.068593559,0.081402705,0.061675238,0.080043402,0.092842347,0.132898888,0.049700656,0.074867041,0.037441204,0.004834186,-0.003068483,0.161334287,0.063833966,0.037554713
187,RERF-GC-1B,0.077350649,0.205327034,-0.023980027,-0.049833089,0.086595235,0.127131157,0.096164107,0.076719243,-0.016788058,0.044377544,0.138083589,0.124376243,0.208380987,0.171411044,0.070453811,0.089821715,0.087410238,-0.095061557,0.0402462,0.282832805,-0.14731691,0.03416045,0.078867132,0.107618372,0.254711295,0.116144723,0.093085383,0.143499894,0.114383383,0.094891661,-0.004642121,0.123078235,0.168697747,0.074274107,-0.1737767,0.108713014,0.226694857,0.176414323
188,QGP-1,0.102777897,0.10104713,-0.119630428,-0.071923511,0.022385102,0.063262962,0.142860756,-0.03426116,-0.034279377,0.177587403,0.090892589,0.046058485,-0.09789468,0.164938926,0.139642665,0.138498952,0.271767477,-0.056224858,0.042620396,0.090358594,-0.037317504,0.235434514,0.021358675,-0.029155289,-0.095118709,0.04703523,0.060542149,-0.012160189,0.08514092,0.076034552,0.188527857,0.187529959,0.127915022,0.170116925,-0.108618191,0.257353696,-0.039465346,0.098024288
189,P32-ISH,0.115156832,-0.070027831,0.458354536,0.243080867,0.04022133,0.041379484,-0.079536915,0.285308059,0.132056768,0.097395742,0.04158524,0.034552749,-0.068609116,-0.010873066,0.140507909,0.102666132,0.069722279,0.125882538,0.020271957,-0.015752537,0.268797263,-0.145261447,0.086922541,0.047200842,-0.057353246,-0.023390199,0.046328569,0.023606595,0.106505655,0.041540379,0.05232735,0.040352302,-0.016111037,0.152052879,0.317134371,0.030679485,0.113721041,0.10156063
190,P31-FUJ,0.141882898,-0.044840369,0.351799729,0.31945664,0.070122436,0.053025455,0.088964231,0.207277537,0.285415226,0.16451411,0.076554906,0.034580852,0.023513496,0.056706401,0.050086483,0.131658046,-0.005897106,0.126504227,0.113043194,-0.024428587,0.201112166,0.244408754,0.164459634,0.022572662,-0.131369908,0.067764301,0.069483117,0.103554353,0.187493725,0.107606884,0.115516851,0.087817168,-0.004858699,0.021294535,0.210951227,0.196037378,0.036294991,-0.024299885
